atributos_id,player_api_id,overall_rating,potential,preferred_foot,crossing,finishing,dribbling,free_kick_accuracy,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,strength,aggression,interceptions,vision,penalties,marking,id_temporada
3756,202210,67.0,79.0,right,51.0,69.0,59.0,62.0,62.0,67.0,71.0,62.0,70.0,75.0,71.0,72.0,73.0,42.0,52.0,53.0,65.0,32.0,4
3757,358127,78.0,83.0,right,69.0,75.0,82.0,59.0,84.0,78.0,76.0,78.0,81.0,66.0,73.0,70.0,72.0,38.0,20.0,66.0,65.0,17.0,9
3758,358127,76.0,81.0,right,68.0,78.0,82.0,58.0,83.0,78.0,77.0,79.0,75.0,66.0,70.0,69.0,67.0,37.0,25.0,65.0,64.0,25.0,8
3759,358127,75.0,80.0,right,60.0,73.0,82.0,58.0,83.0,75.0,79.0,79.0,79.0,66.0,73.0,69.0,67.0,37.0,25.0,65.0,64.0,25.0,8
3760,358127,76.0,80.0,right,60.0,75.0,82.0,58.0,83.0,75.0,79.0,79.0,79.0,66.0,73.0,69.0,71.0,37.0,25.0,65.0,64.0,25.0,8
3761,30664,70.0,70.0,right,11.0,11.0,13.0,11.0,11.0,31.0,48.0,32.0,69.0,48.0,22.0,51.0,68.0,70.0,23.0,32.0,21.0,12.0,7
3762,30664,79.0,83.0,right,24.0,24.0,24.0,12.0,11.0,66.0,63.0,56.0,69.0,64.0,22.0,68.0,76.0,70.0,82.0,52.0,78.0,24.0,3
3763,30534,71.0,71.0,right,67.0,47.0,65.0,70.0,71.0,65.0,55.0,75.0,76.0,67.0,79.0,77.0,69.0,80.0,75.0,69.0,70.0,71.0,10
3764,30534,70.0,70.0,right,66.0,46.0,64.0,70.0,69.0,61.0,62.0,75.0,71.0,67.0,78.0,74.0,70.0,78.0,71.0,68.0,74.0,70.0,8
3765,30534,72.0,72.0,right,66.0,46.0,64.0,70.0,69.0,69.0,69.0,75.0,71.0,80.0,83.0,77.0,78.0,74.0,76.0,68.0,74.0,75.0,8
3766,292454,67.0,75.0,right,38.0,39.0,58.0,46.0,67.0,74.0,69.0,72.0,59.0,66.0,77.0,85.0,79.0,68.0,72.0,62.0,47.0,47.0,7
3767,241997,71.0,73.0,right,60.0,32.0,54.0,41.0,65.0,66.0,74.0,59.0,61.0,54.0,61.0,68.0,83.0,80.0,76.0,46.0,44.0,69.0,8
3768,241997,71.0,73.0,right,60.0,32.0,54.0,41.0,65.0,66.0,74.0,59.0,61.0,54.0,61.0,68.0,83.0,80.0,76.0,46.0,44.0,69.0,8
3769,241997,71.0,73.0,right,67.0,32.0,54.0,41.0,67.0,66.0,74.0,59.0,62.0,54.0,61.0,68.0,83.0,82.0,77.0,46.0,44.0,71.0,8
3770,96838,74.0,81.0,right,74.0,73.0,80.0,72.0,73.0,78.0,84.0,77.0,74.0,68.0,76.0,68.0,70.0,64.0,29.0,59.0,59.0,15.0,4
3771,30981,94.0,95.0,left,80.0,93.0,96.0,90.0,96.0,95.0,90.0,92.0,92.0,95.0,80.0,68.0,59.0,48.0,22.0,90.0,74.0,13.0,9
3772,30981,93.0,95.0,left,84.0,94.0,96.0,90.0,96.0,96.0,90.0,94.0,94.0,95.0,80.0,73.0,60.0,48.0,22.0,90.0,74.0,25.0,9
3773,30981,93.0,95.0,left,84.0,94.0,96.0,90.0,96.0,96.0,90.0,94.0,94.0,95.0,80.0,73.0,60.0,48.0,22.0,90.0,76.0,25.0,8
3774,30981,94.0,96.0,left,85.0,95.0,97.0,82.0,96.0,95.0,92.0,94.0,95.0,95.0,80.0,73.0,67.0,48.0,22.0,90.0,76.0,13.0,6
3775,30981,90.0,94.0,left,82.0,90.0,97.0,74.0,96.0,96.0,93.0,96.0,87.0,86.0,79.0,64.0,59.0,48.0,75.0,91.0,91.0,20.0,4
3776,38922,65.0,65.0,right,69.0,44.0,61.0,69.0,66.0,48.0,42.0,46.0,66.0,62.0,66.0,50.0,65.0,64.0,70.0,43.0,68.0,68.0,9
3777,38922,66.0,66.0,right,71.0,44.0,61.0,69.0,66.0,48.0,42.0,46.0,66.0,62.0,66.0,50.0,65.0,64.0,70.0,53.0,68.0,68.0,8
3778,38922,68.0,68.0,right,74.0,48.0,64.0,72.0,69.0,50.0,50.0,46.0,67.0,62.0,68.0,50.0,65.0,65.0,71.0,54.0,69.0,69.0,8
3779,38922,68.0,80.0,right,74.0,68.0,62.0,72.0,63.0,72.0,67.0,69.0,79.0,76.0,58.0,69.0,74.0,78.0,70.0,69.0,68.0,74.0,3
3780,38922,74.0,80.0,right,77.0,79.0,71.0,71.0,66.0,81.0,76.0,69.0,78.0,76.0,57.0,69.0,78.0,77.0,69.0,69.0,67.0,65.0,2
7,38922,74.0,80.0,right,77.0,79.0,71.0,67.0,66.0,81.0,76.0,69.0,78.0,76.0,79.0,69.0,78.0,77.0,69.0,69.0,67.0,65.0,1
3782,182456,74.0,80.0,right,32.0,49.0,60.0,31.0,67.0,62.0,66.0,59.0,67.0,55.0,68.0,76.0,77.0,68.0,77.0,40.0,47.0,76.0,8
3783,40675,68.0,72.0,right,63.0,48.0,62.0,64.0,71.0,67.0,66.0,72.0,68.0,75.0,58.0,65.0,68.0,56.0,65.0,72.0,56.0,62.0,7
3784,166702,68.0,76.0,right,53.0,49.0,71.0,46.0,70.0,70.0,64.0,80.0,59.0,73.0,56.0,72.0,60.0,74.0,76.0,65.0,49.0,57.0,9
3785,38151,73.0,75.0,right,47.0,48.0,59.0,61.0,66.0,55.0,54.0,59.0,83.0,65.0,84.0,72.0,75.0,74.0,73.0,70.0,58.0,70.0,7
3786,38151,72.0,76.0,right,47.0,47.0,59.0,61.0,65.0,54.0,61.0,59.0,73.0,65.0,74.0,72.0,75.0,74.0,72.0,72.0,58.0,72.0,6
3787,150480,72.0,76.0,right,76.0,57.0,67.0,60.0,74.0,90.0,83.0,90.0,76.0,90.0,70.0,88.0,68.0,75.0,68.0,64.0,68.0,70.0,8
3788,150480,72.0,76.0,right,76.0,57.0,67.0,60.0,74.0,89.0,83.0,84.0,76.0,89.0,70.0,82.0,65.0,75.0,68.0,64.0,68.0,70.0,8
3789,42312,75.0,75.0,right,62.0,39.0,50.0,52.0,63.0,72.0,68.0,68.0,76.0,63.0,74.0,81.0,78.0,76.0,80.0,52.0,58.0,75.0,9
3790,42312,75.0,75.0,right,59.0,46.0,56.0,62.0,63.0,74.0,72.0,64.0,76.0,63.0,82.0,82.0,79.0,74.0,81.0,55.0,60.0,77.0,8
3791,42312,75.0,75.0,right,59.0,46.0,56.0,62.0,63.0,74.0,72.0,64.0,76.0,63.0,82.0,82.0,79.0,74.0,81.0,55.0,60.0,77.0,8
3792,42312,75.0,75.0,right,63.0,46.0,58.0,65.0,63.0,75.0,73.0,66.0,76.0,65.0,82.0,82.0,79.0,73.0,81.0,55.0,60.0,77.0,7
3793,42312,73.0,73.0,right,75.0,60.0,58.0,50.0,68.0,75.0,73.0,61.0,71.0,65.0,70.0,70.0,75.0,69.0,72.0,50.0,56.0,77.0,5
3794,27671,76.0,76.0,right,77.0,58.0,74.0,79.0,80.0,69.0,65.0,77.0,78.0,78.0,71.0,52.0,59.0,75.0,70.0,81.0,73.0,52.0,10
3795,27671,77.0,77.0,right,76.0,57.0,74.0,78.0,82.0,69.0,65.0,77.0,79.0,80.0,72.0,52.0,59.0,78.0,70.0,84.0,72.0,51.0,8
3796,27671,78.0,83.0,right,77.0,55.0,73.0,79.0,83.0,70.0,64.0,77.0,80.0,80.0,71.0,51.0,58.0,81.0,71.0,85.0,73.0,49.0,7
3797,27671,78.0,83.0,right,73.0,55.0,75.0,77.0,85.0,73.0,67.0,77.0,80.0,79.0,71.0,51.0,59.0,85.0,70.0,85.0,73.0,49.0,7
3798,27671,78.0,83.0,right,73.0,55.0,75.0,77.0,85.0,73.0,67.0,77.0,80.0,79.0,71.0,51.0,59.0,85.0,70.0,85.0,73.0,49.0,7
3799,27671,76.0,88.0,right,72.0,71.0,78.0,74.0,81.0,80.0,79.0,68.0,78.0,66.0,75.0,60.0,74.0,70.0,74.0,80.0,70.0,65.0,2
3800,173427,76.0,78.0,left,72.0,48.0,60.0,44.0,69.0,71.0,75.0,71.0,74.0,69.0,67.0,72.0,78.0,82.0,76.0,58.0,61.0,83.0,9
3801,173427,76.0,80.0,left,72.0,48.0,60.0,44.0,69.0,71.0,75.0,71.0,74.0,69.0,67.0,72.0,78.0,82.0,76.0,58.0,61.0,83.0,9
3802,504606,74.0,85.0,left,57.0,36.0,46.0,28.0,65.0,68.0,67.0,69.0,63.0,61.0,62.0,85.0,69.0,77.0,75.0,33.0,34.0,74.0,10
3803,504606,66.0,81.0,left,29.0,55.0,58.0,27.0,61.0,68.0,69.0,69.0,62.0,61.0,61.0,65.0,59.0,66.0,67.0,32.0,33.0,66.0,9
3804,504606,66.0,81.0,left,29.0,55.0,58.0,27.0,61.0,68.0,69.0,69.0,62.0,61.0,61.0,65.0,59.0,66.0,67.0,32.0,33.0,66.0,9
3805,504606,63.0,81.0,left,29.0,55.0,58.0,27.0,60.0,68.0,69.0,69.0,60.0,61.0,61.0,65.0,59.0,66.0,65.0,32.0,33.0,62.0,8
3806,37468,68.0,68.0,left,71.0,42.0,70.0,70.0,69.0,81.0,80.0,76.0,65.0,77.0,64.0,72.0,55.0,64.0,63.0,48.0,82.0,70.0,8
3807,37468,67.0,67.0,left,66.0,22.0,71.0,70.0,69.0,81.0,81.0,70.0,73.0,67.0,64.0,72.0,57.0,64.0,63.0,48.0,76.0,73.0,8
3808,194660,74.0,77.0,left,71.0,72.0,76.0,82.0,75.0,78.0,78.0,74.0,71.0,76.0,75.0,63.0,71.0,70.0,37.0,77.0,71.0,23.0,9
3809,267380,73.0,79.0,right,73.0,72.0,76.0,76.0,79.0,75.0,72.0,74.0,69.0,60.0,73.0,44.0,50.0,40.0,32.0,72.0,77.0,25.0,10
3810,267380,74.0,80.0,right,74.0,72.0,78.0,76.0,79.0,76.0,72.0,75.0,69.0,60.0,76.0,44.0,51.0,40.0,32.0,74.0,77.0,25.0,10
3811,267380,74.0,80.0,right,74.0,72.0,78.0,76.0,79.0,76.0,72.0,75.0,69.0,63.0,76.0,44.0,57.0,40.0,32.0,74.0,77.0,25.0,9
3812,267380,75.0,81.0,right,74.0,72.0,81.0,76.0,79.0,76.0,72.0,75.0,69.0,63.0,76.0,44.0,59.0,40.0,32.0,74.0,77.0,25.0,9
3813,267380,75.0,84.0,right,72.0,73.0,82.0,73.0,84.0,76.0,74.0,74.0,67.0,63.0,74.0,44.0,66.0,39.0,31.0,80.0,76.0,25.0,9
3814,267380,77.0,86.0,right,70.0,74.0,85.0,69.0,85.0,78.0,75.0,78.0,72.0,63.0,65.0,50.0,72.0,33.0,31.0,75.0,77.0,25.0,8
3815,267380,75.0,85.0,right,70.0,66.0,83.0,69.0,83.0,78.0,75.0,78.0,72.0,63.0,58.0,50.0,72.0,33.0,31.0,75.0,63.0,25.0,7
3816,346004,76.0,84.0,right,61.0,52.0,73.0,51.0,77.0,67.0,65.0,65.0,78.0,61.0,77.0,72.0,73.0,77.0,74.0,70.0,64.0,78.0,9
3817,346004,68.0,83.0,right,60.0,45.0,67.0,50.0,70.0,68.0,66.0,76.0,58.0,65.0,76.0,73.0,74.0,76.0,67.0,65.0,51.0,63.0,7
3818,359193,78.0,83.0,right,81.0,69.0,81.0,75.0,79.0,85.0,79.0,78.0,83.0,82.0,78.0,67.0,56.0,54.0,44.0,71.0,56.0,23.0,10
3819,359193,78.0,83.0,right,81.0,69.0,81.0,75.0,79.0,85.0,79.0,78.0,83.0,82.0,78.0,67.0,56.0,54.0,44.0,71.0,56.0,23.0,10
3820,359193,77.0,82.0,right,81.0,69.0,81.0,75.0,79.0,84.0,79.0,72.0,79.0,77.0,72.0,67.0,56.0,54.0,33.0,71.0,56.0,23.0,10
3821,359193,76.0,81.0,right,83.0,69.0,81.0,75.0,74.0,84.0,79.0,72.0,79.0,78.0,62.0,67.0,55.0,54.0,23.0,71.0,56.0,23.0,9
3822,359193,62.0,68.0,right,62.0,68.0,63.0,53.0,57.0,84.0,81.0,74.0,73.0,71.0,54.0,68.0,52.0,53.0,22.0,41.0,55.0,22.0,1
3823,114672,70.0,70.0,left,69.0,60.0,75.0,67.0,72.0,81.0,83.0,85.0,63.0,86.0,68.0,60.0,58.0,55.0,42.0,68.0,58.0,31.0,8
3824,114672,74.0,76.0,left,83.0,64.0,80.0,67.0,72.0,75.0,68.0,74.0,69.0,79.0,82.0,63.0,58.0,60.0,42.0,81.0,60.0,31.0,6
3825,294003,78.0,85.0,right,68.0,82.0,81.0,71.0,80.0,80.0,80.0,81.0,69.0,79.0,80.0,79.0,52.0,65.0,34.0,70.0,70.0,42.0,9
3826,294003,59.0,72.0,right,53.0,45.0,60.0,51.0,66.0,61.0,66.0,46.0,53.0,78.0,60.0,58.0,44.0,47.0,24.0,62.0,60.0,41.0,1
3827,33867,64.0,64.0,left,68.0,53.0,59.0,67.0,61.0,66.0,64.0,60.0,64.0,60.0,51.0,66.0,56.0,56.0,42.0,74.0,63.0,48.0,5
3828,198566,73.0,81.0,right,76.0,68.0,75.0,69.0,78.0,68.0,64.0,67.0,66.0,54.0,59.0,48.0,61.0,29.0,28.0,71.0,56.0,24.0,9
3829,198566,72.0,81.0,right,63.0,74.0,75.0,52.0,80.0,69.0,67.0,69.0,70.0,55.0,64.0,48.0,61.0,28.0,27.0,73.0,55.0,23.0,8
3830,34106,82.0,82.0,right,62.0,87.0,79.0,76.0,81.0,68.0,63.0,65.0,83.0,62.0,82.0,78.0,74.0,70.0,35.0,69.0,80.0,22.0,6
3831,34106,82.0,82.0,right,62.0,87.0,79.0,76.0,81.0,73.0,70.0,67.0,81.0,62.0,82.0,78.0,74.0,70.0,35.0,69.0,80.0,22.0,6
3832,183365,61.0,81.0,right,64.0,67.0,71.0,67.0,71.0,84.0,84.0,78.0,71.0,79.0,74.0,66.0,65.0,44.0,32.0,34.0,64.0,24.0,5
3833,30832,72.0,72.0,left,66.0,72.0,71.0,72.0,74.0,68.0,62.0,73.0,67.0,71.0,71.0,71.0,69.0,65.0,31.0,78.0,80.0,26.0,10
3834,30832,71.0,71.0,left,70.0,66.0,72.0,67.0,78.0,72.0,74.0,73.0,71.0,72.0,72.0,71.0,74.0,65.0,31.0,72.0,80.0,26.0,6
3835,30832,79.0,83.0,left,82.0,86.0,80.0,68.0,81.0,80.0,82.0,72.0,75.0,70.0,80.0,67.0,59.0,64.0,70.0,65.0,79.0,25.0,2
3836,384374,74.0,76.0,right,76.0,37.0,59.0,42.0,72.0,74.0,74.0,68.0,73.0,67.0,70.0,78.0,73.0,63.0,78.0,55.0,54.0,77.0,9
3837,384374,63.0,71.0,right,74.0,36.0,51.0,41.0,62.0,71.0,74.0,58.0,63.0,61.0,73.0,73.0,68.0,61.0,62.0,54.0,38.0,56.0,1
3838,293074,71.0,77.0,left,75.0,51.0,69.0,76.0,74.0,73.0,76.0,67.0,66.0,76.0,84.0,64.0,58.0,74.0,68.0,59.0,46.0,67.0,10
3839,293074,71.0,78.0,left,75.0,51.0,69.0,76.0,74.0,73.0,76.0,67.0,66.0,76.0,84.0,64.0,58.0,74.0,68.0,59.0,46.0,67.0,9
3840,293074,71.0,78.0,left,75.0,51.0,69.0,76.0,74.0,73.0,76.0,67.0,66.0,76.0,84.0,64.0,58.0,74.0,68.0,59.0,46.0,67.0,9
3841,293074,69.0,76.0,left,74.0,50.0,70.0,75.0,72.0,74.0,76.0,67.0,67.0,76.0,84.0,64.0,56.0,73.0,67.0,61.0,45.0,68.0,8
3842,293074,69.0,77.0,left,74.0,54.0,68.0,76.0,71.0,74.0,79.0,67.0,67.0,76.0,84.0,64.0,56.0,73.0,70.0,54.0,45.0,67.0,8
3843,97334,63.0,68.0,right,64.0,49.0,70.0,59.0,68.0,74.0,72.0,71.0,62.0,78.0,60.0,61.0,56.0,60.0,39.0,63.0,61.0,39.0,7
3844,33636,75.0,75.0,right,49.0,31.0,57.0,43.0,60.0,82.0,82.0,60.0,69.0,63.0,59.0,88.0,80.0,82.0,75.0,52.0,56.0,75.0,8
3845,33636,74.0,74.0,right,49.0,31.0,50.0,43.0,51.0,82.0,84.0,64.0,68.0,61.0,59.0,89.0,84.0,82.0,72.0,58.0,56.0,72.0,7
3846,33636,82.0,84.0,right,56.0,31.0,46.0,79.0,67.0,80.0,76.0,59.0,83.0,76.0,52.0,86.0,85.0,83.0,75.0,58.0,79.0,81.0,1
3847,33022,73.0,76.0,right,47.0,41.0,49.0,63.0,59.0,67.0,67.0,49.0,65.0,63.0,79.0,61.0,82.0,71.0,61.0,55.0,59.0,75.0,4
3848,33022,74.0,76.0,right,57.0,41.0,49.0,63.0,59.0,71.0,71.0,49.0,69.0,63.0,79.0,61.0,82.0,74.0,61.0,55.0,59.0,76.0,3
3849,40636,90.0,90.0,right,77.0,90.0,88.0,84.0,91.0,88.0,78.0,86.0,91.0,60.0,88.0,69.0,76.0,78.0,41.0,84.0,85.0,30.0,9
3850,40636,87.0,87.0,right,77.0,86.0,91.0,84.0,88.0,86.0,78.0,86.0,88.0,85.0,82.0,69.0,76.0,78.0,41.0,82.0,85.0,30.0,7
3851,40636,86.0,87.0,right,77.0,84.0,91.0,84.0,88.0,86.0,78.0,86.0,85.0,85.0,82.0,69.0,76.0,78.0,41.0,81.0,85.0,30.0,7
3852,40636,86.0,87.0,right,77.0,84.0,91.0,84.0,88.0,86.0,78.0,86.0,85.0,85.0,82.0,69.0,76.0,78.0,41.0,81.0,85.0,30.0,7
3853,40636,82.0,88.0,right,80.0,85.0,85.0,81.0,84.0,81.0,78.0,79.0,86.0,84.0,85.0,71.0,78.0,79.0,41.0,84.0,88.0,30.0,4
3854,115519,74.0,74.0,left,74.0,49.0,77.0,59.0,75.0,75.0,70.0,73.0,75.0,79.0,59.0,52.0,57.0,82.0,75.0,64.0,51.0,70.0,9
3855,115519,68.0,70.0,left,78.0,50.0,71.0,48.0,73.0,76.0,74.0,73.0,61.0,81.0,58.0,52.0,56.0,72.0,68.0,55.0,50.0,65.0,7
3856,115519,70.0,76.0,left,77.0,50.0,70.0,48.0,71.0,76.0,74.0,73.0,71.0,75.0,58.0,52.0,58.0,70.0,70.0,63.0,52.0,70.0,7
3857,115519,61.0,66.0,left,54.0,50.0,67.0,48.0,67.0,71.0,61.0,67.0,65.0,73.0,55.0,57.0,50.0,53.0,49.0,63.0,52.0,46.0,1
3858,31097,87.0,87.0,right,78.0,71.0,86.0,79.0,92.0,78.0,74.0,93.0,88.0,94.0,72.0,67.0,66.0,62.0,73.0,89.0,80.0,69.0,9
3859,31097,85.0,88.0,right,76.0,70.0,83.0,79.0,88.0,79.0,74.0,93.0,84.0,94.0,73.0,67.0,62.0,69.0,71.0,91.0,80.0,58.0,7
3860,31097,84.0,88.0,right,76.0,70.0,83.0,79.0,86.0,79.0,74.0,92.0,85.0,94.0,64.0,67.0,61.0,69.0,57.0,87.0,80.0,58.0,7
3861,213714,68.0,69.0,right,57.0,48.0,54.0,47.0,64.0,64.0,72.0,68.0,60.0,63.0,72.0,74.0,73.0,80.0,75.0,62.0,63.0,59.0,8
3862,213714,61.0,71.0,right,56.0,34.0,44.0,48.0,59.0,74.0,78.0,69.0,61.0,62.0,72.0,70.0,69.0,70.0,61.0,50.0,49.0,55.0,4
3863,37259,80.0,87.0,right,55.0,34.0,61.0,46.0,76.0,67.0,71.0,51.0,70.0,57.0,7.0,68.0,93.0,85.0,79.0,72.0,79.0,77.0,3
3864,292771,60.0,67.0,right,38.0,58.0,59.0,55.0,57.0,83.0,91.0,79.0,64.0,74.0,74.0,91.0,74.0,67.0,25.0,31.0,56.0,25.0,7
3865,292771,59.0,71.0,right,38.0,54.0,59.0,25.0,56.0,83.0,91.0,73.0,64.0,74.0,74.0,91.0,74.0,67.0,17.0,31.0,56.0,25.0,7
3866,292771,54.0,65.0,right,25.0,49.0,52.0,25.0,46.0,75.0,80.0,58.0,52.0,71.0,67.0,77.0,65.0,47.0,17.0,31.0,56.0,25.0,5
3867,629579,64.0,73.0,right,58.0,65.0,67.0,42.0,60.0,67.0,76.0,65.0,57.0,54.0,71.0,64.0,73.0,49.0,36.0,56.0,57.0,27.0,9
3868,629579,55.0,67.0,right,36.0,59.0,50.0,31.0,41.0,68.0,65.0,59.0,48.0,55.0,54.0,62.0,66.0,58.0,27.0,45.0,56.0,26.0,9
3869,37622,71.0,71.0,left,78.0,46.0,65.0,75.0,73.0,74.0,74.0,78.0,78.0,70.0,74.0,75.0,67.0,79.0,75.0,54.0,49.0,67.0,8
3870,37622,72.0,72.0,left,77.0,45.0,66.0,74.0,73.0,81.0,79.0,77.0,76.0,69.0,73.0,74.0,71.0,78.0,72.0,62.0,58.0,69.0,5
3871,37622,76.0,79.0,left,76.0,55.0,74.0,70.0,75.0,80.0,82.0,80.0,77.0,76.0,75.0,74.0,73.0,82.0,71.0,62.0,68.0,75.0,4
3872,38492,77.0,83.0,right,75.0,67.0,77.0,72.0,80.0,67.0,64.0,61.0,77.0,75.0,80.0,62.0,75.0,68.0,80.0,82.0,77.0,51.0,4
3873,38492,78.0,83.0,right,76.0,68.0,80.0,72.0,83.0,70.0,64.0,61.0,78.0,75.0,82.0,62.0,73.0,60.0,80.0,82.0,77.0,51.0,3
3874,38492,83.0,86.0,right,74.0,76.0,83.0,73.0,81.0,87.0,80.0,61.0,76.0,75.0,78.0,62.0,65.0,73.0,81.0,82.0,74.0,63.0,1
3875,37488,70.0,70.0,right,60.0,56.0,58.0,66.0,67.0,65.0,66.0,70.0,71.0,69.0,69.0,63.0,68.0,68.0,69.0,56.0,66.0,74.0,1
3876,114762,66.0,68.0,right,33.0,21.0,26.0,28.0,18.0,44.0,42.0,57.0,63.0,36.0,57.0,70.0,67.0,40.0,63.0,29.0,47.0,22.0,3
3877,37474,72.0,72.0,right,66.0,69.0,74.0,61.0,77.0,81.0,77.0,76.0,72.0,55.0,81.0,72.0,70.0,28.0,28.0,66.0,68.0,12.0,10
3878,37474,72.0,72.0,right,66.0,69.0,74.0,61.0,77.0,81.0,77.0,76.0,72.0,55.0,81.0,72.0,70.0,28.0,28.0,66.0,68.0,12.0,10
3879,37474,74.0,74.0,right,65.0,75.0,73.0,60.0,76.0,78.0,78.0,70.0,75.0,55.0,78.0,69.0,66.0,27.0,27.0,60.0,67.0,25.0,9
3880,37474,75.0,75.0,right,69.0,73.0,78.0,64.0,76.0,78.0,84.0,73.0,73.0,57.0,81.0,69.0,66.0,27.0,27.0,67.0,67.0,25.0,7
3881,37474,75.0,75.0,right,69.0,73.0,78.0,64.0,76.0,78.0,84.0,73.0,73.0,57.0,81.0,69.0,66.0,27.0,27.0,67.0,67.0,11.0,7
3882,37474,78.0,80.0,right,69.0,82.0,81.0,67.0,76.0,82.0,84.0,73.0,82.0,57.0,82.0,69.0,66.0,27.0,27.0,67.0,67.0,11.0,5
3883,96651,67.0,67.0,right,33.0,13.0,12.0,14.0,24.0,56.0,48.0,46.0,58.0,62.0,24.0,70.0,67.0,27.0,24.0,32.0,21.0,14.0,9
3884,96651,67.0,67.0,right,33.0,13.0,12.0,14.0,24.0,56.0,48.0,46.0,58.0,62.0,24.0,70.0,67.0,27.0,24.0,22.0,21.0,14.0,9
3885,96651,67.0,70.0,right,25.0,25.0,25.0,25.0,23.0,56.0,48.0,46.0,57.0,62.0,23.0,70.0,67.0,26.0,23.0,25.0,25.0,25.0,8
3886,96651,66.0,71.0,right,12.0,12.0,11.0,13.0,23.0,56.0,48.0,46.0,57.0,62.0,13.0,66.0,37.0,26.0,23.0,35.0,10.0,12.0,5
3887,101983,66.0,68.0,left,14.0,12.0,12.0,13.0,34.0,41.0,49.0,55.0,59.0,60.0,30.0,61.0,60.0,47.0,25.0,38.0,17.0,10.0,6
3888,101983,66.0,66.0,left,21.0,21.0,21.0,9.0,34.0,61.0,69.0,55.0,70.0,68.0,30.0,61.0,62.0,67.0,55.0,38.0,44.0,21.0,2
3889,280920,72.0,72.0,left,77.0,75.0,73.0,79.0,74.0,66.0,68.0,67.0,67.0,69.0,69.0,53.0,58.0,70.0,27.0,71.0,80.0,32.0,10
3890,213490,63.0,71.0,right,45.0,47.0,49.0,59.0,57.0,64.0,63.0,73.0,67.0,71.0,52.0,64.0,57.0,61.0,61.0,72.0,53.0,37.0,8
3891,213490,63.0,71.0,right,45.0,47.0,49.0,59.0,57.0,64.0,63.0,73.0,67.0,71.0,52.0,64.0,57.0,61.0,61.0,72.0,53.0,37.0,8
3892,213490,58.0,74.0,right,46.0,48.0,48.0,60.0,56.0,64.0,61.0,63.0,68.0,54.0,48.0,47.0,52.0,62.0,62.0,72.0,54.0,38.0,1
3893,163236,66.0,71.0,left,63.0,48.0,57.0,45.0,59.0,69.0,80.0,67.0,67.0,55.0,32.0,59.0,70.0,72.0,63.0,53.0,42.0,63.0,5
3894,111975,76.0,76.0,left,63.0,72.0,70.0,43.0,78.0,53.0,74.0,59.0,77.0,66.0,77.0,73.0,91.0,73.0,33.0,55.0,59.0,14.0,9
3895,111975,74.0,74.0,left,61.0,68.0,66.0,41.0,78.0,59.0,75.0,58.0,74.0,65.0,78.0,72.0,90.0,71.0,31.0,42.0,57.0,25.0,8
3896,111975,74.0,74.0,left,61.0,68.0,66.0,41.0,78.0,59.0,75.0,58.0,74.0,65.0,78.0,72.0,90.0,71.0,31.0,42.0,57.0,25.0,8
3897,111975,66.0,66.0,left,42.0,60.0,66.0,51.0,65.0,65.0,79.0,59.0,66.0,46.0,71.0,79.0,80.0,73.0,31.0,43.0,59.0,12.0,5
3898,97319,71.0,71.0,right,79.0,70.0,68.0,68.0,72.0,69.0,71.0,75.0,60.0,76.0,78.0,66.0,60.0,59.0,52.0,67.0,73.0,24.0,8
3899,97319,71.0,71.0,right,77.0,70.0,68.0,72.0,77.0,68.0,70.0,72.0,68.0,76.0,81.0,64.0,58.0,59.0,52.0,67.0,73.0,24.0,7
3900,97319,72.0,74.0,right,79.0,66.0,71.0,78.0,66.0,71.0,72.0,73.0,66.0,65.0,82.0,59.0,58.0,61.0,66.0,66.0,62.0,44.0,3
3901,102614,65.0,68.0,right,51.0,33.0,43.0,54.0,62.0,56.0,60.0,51.0,62.0,48.0,53.0,61.0,72.0,70.0,66.0,43.0,57.0,66.0,6
3902,38701,78.0,87.0,right,71.0,62.0,80.0,78.0,82.0,86.0,77.0,82.0,68.0,76.0,82.0,75.0,70.0,76.0,76.0,83.0,84.0,70.0,2
3903,49866,76.0,77.0,left,66.0,25.0,63.0,45.0,72.0,74.0,69.0,75.0,74.0,70.0,73.0,66.0,67.0,82.0,84.0,73.0,31.0,60.0,8
3904,49866,75.0,77.0,left,66.0,25.0,63.0,45.0,72.0,74.0,69.0,75.0,74.0,70.0,73.0,66.0,67.0,74.0,80.0,73.0,31.0,62.0,7
3905,150735,72.0,74.0,right,70.0,46.0,52.0,47.0,69.0,67.0,68.0,61.0,68.0,70.0,55.0,73.0,70.0,86.0,75.0,45.0,62.0,74.0,9
3906,150735,62.0,67.0,right,60.0,50.0,49.0,46.0,59.0,64.0,68.0,61.0,62.0,70.0,54.0,71.0,71.0,71.0,66.0,44.0,61.0,55.0,8
3907,213912,66.0,66.0,right,41.0,35.0,56.0,52.0,58.0,50.0,54.0,57.0,63.0,56.0,44.0,68.0,73.0,71.0,67.0,58.0,49.0,61.0,7
3908,213912,66.0,69.0,right,41.0,35.0,56.0,52.0,62.0,50.0,54.0,57.0,63.0,56.0,44.0,68.0,73.0,70.0,67.0,53.0,49.0,60.0,6
3909,33756,67.0,67.0,right,78.0,45.0,48.0,48.0,70.0,52.0,46.0,49.0,78.0,66.0,56.0,33.0,75.0,72.0,80.0,61.0,51.0,72.0,9
